	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N
isogroup62310_g4	302	435	168	187	97	463	43	0	124	306	36	405	823	363	2159	442	
isogroup62310_g5	22	52	46	18	4	35	0	0	8	30	3	83	76	30	232	57	
isogroup62310_g7	3	8	5	0	0	13	0	0	2	5	2	2	1	1	9	0	
isogroup62311_g1	14	23	4	5	3	9	1	0	10	3	5	20	33	16	107	20	
isogroup62312_g1	164	140	110	99	29	208	26	0	41	118	17	106	326	131	543	120	
isogroup62313_g1	90	107	65	48	27	166	43	0	48	160	19	147	209	94	723	96	
isogroup62315_g1	68	55	22	9	8	29	10	0	17	81	9	47	158	46	232	64	
isogroup62316_g1	45	85	74	45	21	103	8	0	45	73	16	122	243	84	579	137	
isogroup62317_g2	29	25	9	14	6	67	1	0	14	38	5	16	142	31	145	18	
isogroup62317_g3	0	0	4	0	0	7	0	0	1	20	0	13	9	3	20	1	
isogroup62318_g1	2	4	4	1	2	2	1	0	5	3	1	1	24	2	57	1	
isogroup62319_g1	12	20	6	5	0	22	2	0	1	2	2	18	28	12	115	10	
isogroup62319_g2	0	14	2	0	0	1	0	0	0	7	0	3	7	2	33	8	
isogroup62320_g1	203	253	309	247	282	1383	251	0	164	361	346	1348	1035	294	4052	660	
isogroup62321_g1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	
isogroup62323_g2	127	144	16	16	18	91	8	0	28	18	6	71	239	76	696	80	
isogroup62325_g1	2	3	0	0	0	0	3	0	3	12	0	3	7	4	45	6	
isogroup62325_g2	12	15	5	7	1	21	0	0	6	36	2	11	14	4	127	14	
isogroup62326_g1	448	696	122	91	50	331	25	0	121	183	38	370	1352	621	2615	423	
isogroup62326_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroup62326_g3	51	80	1	0	0	8	0	0	0	7	3	8	202	65	297	33	
isogroup62327_g1	123	169	40	40	25	107	22	0	45	97	26	167	276	83	736	146	
isogroup62328_g3	119	125	94	124	31	257	30	0	64	138	25	160	199	56	1174	179	
isogroup62329_g1	292	421	136	108	66	248	43	0	107	250	20	282	485	164	2101	389	
isogroup62330_g1	166	142	60	52	13	127	11	0	33	121	20	113	250	92	807	97	
isogroup62331_g10	83	149	31	32	28	79	30	0	36	103	12	100	24	17	367	69	
isogroup62331_g2	69	81	27	20	14	107	1	0	22	46	12	91	164	60	589	102	
isogroup62332_g1	151	257	112	63	29	79	3	0	33	52	8	112	314	150	1330	286	
isogroup62332_g3	8	3	9	8	0	15	0	0	1	12	1	8	5	1	95	19	
isogroup62333_g2	4	11	3	1	0	0	0	0	1	5	3	6	5	1	71	17	
isogroup62333_g3	44	42	11	13	0	33	0	0	5	41	5	16	31	12	422	69	
isogroup62335_g1	543	601	417	311	132	692	60	1	188	554	103	764	1479	527	4231	654	
isogroup62335_g2	6	12	11	8	5	40	3	0	19	12	6	21	56	16	187	26	
isogroup62335_g5	88	105	52	24	12	42	8	0	14	43	5	43	144	65	415	52	
isogroup62336_g1	282	368	185	233	76	425	42	1	125	254	56	395	1137	352	2564	473	
isogroup62337_g4	22	271	45	60	3	129	1	0	6	82	11	174	56	131	265	499	
isogroup62338_g2	135	147	98	92	24	102	41	0	49	83	41	146	270	61	797	141	
isogroup62338_g3	18	37	20	24	9	48	4	1	19	23	7	33	105	55	334	48	
isogroup62339_g1	366	472	120	171	62	472	30	1	92	351	53	372	711	284	1954	410	
isogroup62340_g1	199	195	70	76	25	239	18	1	48	216	20	193	406	153	1085	236	
isogroup62341_g1	219	118	35	53	14	79	6	0	24	70	17	102	48	50	1006	147	
isogroup62342_g1	615	954	216	116	187	713	129	2	380	306	72	724	1617	441	4249	639	
isogroup62343_g1	26	36	12	9	11	81	4	0	24	41	15	51	51	23	392	69	
isogroup62344_g1	115	138	148	176	6	96	12	0	11	61	10	136	174	69	390	80	
isogroup62345_g2	76	159	61	56	35	81	27	0	70	84	26	131	279	78	973	210	
isogroup62345_g4	4	18	11	10	2	8	7	0	6	2	6	10	12	2	105	13	
isogroup62346_g3	20	39	4	9	0	1	0	0	1	14	1	6	49	13	68	17	
isogroup62347_g3	1	3	4	6	1	6	6	0	12	17	2	20	11	6	45	21	
isogroup62347_g4	4	7	1	0	0	0	0	0	1	8	3	7	11	1	26	3	
isogroup62347_g5	0	0	0	0	0	0	0	0	0	0	0	3	2	0	23	1	
isogroup62348_g1	28	20	8	35	3	15	7	0	11	29	4	28	37	12	167	37	
isogroup62348_g2	1	0	0	0	0	0	0	0	3	0	1	4	7	3	18	0	
isogroup62349_g1	20	47	808	265	26	143	7	0	24	29	5	102	589	204	375	91	
isogroup62350_g1	269	354	149	137	57	305	17	0	147	317	66	317	812	180	1826	276	
isogroup62350_g2	69	82	136	121	2	25	2	0	9	18	4	20	156	86	276	38	
isogroup62353_g1	67	97	284	122	36	71	33	0	62	146	15	124	410	105	760	152	
isogroup62354_g3	2	1	0	0	0	2	0	0	0	3	2	5	9	5	50	0	
isogroup62355_g2	85	98	14	41	17	129	27	0	24	55	12	112	204	86	1718	273	
isogroup62356_g1	70	80	38	14	15	40	7	0	20	56	9	40	90	19	667	132	
isogroup62356_g2	74	162	102	40	23	146	26	0	28	128	18	98	144	76	1121	173	
isogroup62357_g1	22	36	5	0	8	19	2	0	5	15	1	15	39	20	92	10	
isogroup62358_g1	593	688	106	100	66	371	57	0	161	163	49	254	1080	316	2683	442	
isogroup62359_g1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	4	
isogroup62360_g1	21	12	7	10	0	9	7	0	16	33	0	1	27	9	47	7	
isogroup62361_g1	289	951	666	494	48	515	85	0	45	565	47	434	865	617	2981	863	
isogroup62361_g3	229	268	121	110	45	410	30	0	66	186	29	232	465	210	1593	282	
isogroup62363_g1	93	140	140	179	20	160	6	0	45	65	21	146	215	80	668	90	
isogroup62365_g1	779	1034	389	247	156	773	92	0	227	443	87	684	1455	675	4758	636	
isogroup62367_g1	43	68	36	6	19	58	7	0	13	36	5	56	82	59	311	86	
isogroup62368_g1	445	528	123	101	48	334	32	0	86	204	40	277	716	303	1767	265	
isogroup62369_g1	0	0	2	0	1	6	0	0	2	0	1	1	8	2	9	0	
isogroup62369_g3	1223	1646	597	450	278	1414	125	0	404	613	186	1061	2687	613	6056	1153	
isogroup62371_g3	7	6	5	3	1	7	8	0	9	14	8	41	20	3	45	9	
isogroup62372_g1	15	33	12	11	9	13	7	0	12	11	4	36	56	20	105	33	
isogroup62372_g3	10	8	12	0	4	7	0	0	1	2	3	1	5	4	34	7	
isogroup62373_g1	1	0	0	2	0	33	0	0	1	32	0	11	0	2	64	15	
isogroup62373_g5	40	50	8	3	6	37	2	0	20	22	5	16	96	26	201	32	
isogroup62373_g8	0	4	0	8	2	0	0	0	3	13	0	0	3	4	41	7	
isogroup62374_g1	2	0	1	1	2	4	1	0	0	0	3	10	8	3	26	6	
isogroup62374_g2	14	25	30	6	3	1	9	0	9	13	2	53	106	17	135	20	
isogroup62374_g3	4	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	
isogroup62375_g2	172	182	51	87	23	89	13	0	44	69	19	88	241	111	828	194	
isogroup62376_g1	200	331	151	109	46	210	30	0	42	222	34	158	714	329	2071	291	
isogroup62376_g5	58	56	19	9	17	91	1	0	30	112	8	96	105	37	279	91	
isogroup62377_g2	103	118	22	23	0	10	7	0	7	19	11	111	109	50	470	78	
isogroup62378_g1	58	94	31	29	12	122	15	0	26	81	11	55	127	47	432	77	
isogroup62379_g2	30	40	36	17	26	58	13	0	42	93	12	120	118	47	470	72	
isogroup62379_g3	47	66	35	20	23	117	7	0	5	55	2	52	141	61	576	69	
isogroup62380_g1	6	2	6	3	4	33	2	0	11	7	6	13	11	2	60	17	
isogroup62381_g1	88	87	13	1	22	48	3	0	5	15	0	0	61	35	105	21	
isogroup62381_g3	36	49	31	15	12	33	6	0	31	31	16	12	202	24	178	26	
isogroup62382_g3	42	88	44	39	18	71	4	0	22	68	22	47	281	82	690	87	
isogroup62382_g5	12	9	9	25	9	46	6	1	5	24	2	12	21	8	100	14	
isogroup62383_g1	273	404	182	118	82	268	34	0	93	158	43	302	473	160	2166	278	
isogroup62385_g1	111	150	116	57	39	152	10	0	14	105	9	116	235	107	632	123	
isogroup62387_g1	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	
isogroup62389_g2	123	130	20	25	38	91	16	0	45	48	7	73	201	83	564	125	
isogroup6238_g1	2	1	2	0	5	1	0	0	0	2	1	0	0	0	13	3	
isogroup62390_g1	88	65	30	35	10	48	7	0	8	15	9	38	83	63	304	55	
isogroup62391_g1	0	0	0	3	0	2	0	0	0	0	0	0	1	1	28	2	
isogroup62392_g1	58	73	57	34	10	56	6	0	11	64	12	100	140	51	555	66	
isogroup62393_g3	26	34	7	3	4	37	2	0	12	17	4	20	20	1	74	10	
isogroup62394_g1	21	15	21	22	4	20	0	0	8	15	9	31	148	48	217	34	
isogroup62395_g2	12	52	34	18	9	74	2	0	21	69	12	78	115	67	364	59	
isogroup62395_g3	575	710	262	338	161	538	95	0	258	477	113	485	1242	608	3146	631	
isogroup62396_g1	106	209	82	80	34	151	13	0	53	156	14	122	482	165	1162	188	
isogroup62397_g1	131	168	117	97	25	154	34	0	34	259	37	316	260	130	792	163	
isogroup62398_g1	12	37	0	0	1	1	0	0	0	0	0	0	38	7	125	29	
isogroup62398_g2	651	810	421	303	105	617	88	1	274	700	93	561	1369	531	3851	559	
isogroup62398_g3	0	9	3	7	0	0	5	0	0	2	2	6	8	5	38	14	
isogroup62399_g1	232	562	172	90	40	374	47	1	159	358	86	721	1110	551	2495	476	
isogroup62399_g2	1	10	2	12	0	13	0	0	2	12	0	1	18	12	12	6	
isogroup62400_g1	11	13	11	19	5	23	6	0	24	36	13	13	52	6	288	44	
isogroup62401_g1	16	10	1	0	5	15	0	0	0	4	0	0	19	3	53	8	
isogroup62401_g2	70	65	43	21	11	83	8	0	7	71	7	81	39	20	679	114	
isogroup62402_g1	347	361	200	137	71	302	21	0	113	247	30	158	625	281	1207	239	
isogroup62402_g12	1	1	1	0	0	0	0	0	2	0	0	3	9	0	50	7	
isogroup62402_g9	20	8	9	10	3	4	2	0	4	5	2	21	13	6	119	24	
isogroup62403_g3	415	339	111	70	18	127	17	0	20	154	7	202	543	267	1036	232	
isogroup62403_g4	3	7	3	5	0	0	1	0	0	0	0	4	32	7	14	1	
isogroup62404_g3	19	25	7	5	0	9	0	0	9	16	3	17	23	13	41	11	
isogroup62405_g1	0	0	2	0	0	7	1	0	4	0	0	2	1	3	27	7	
isogroup62405_g2	4	1	1	0	0	1	0	0	0	1	1	4	4	2	1	1	
isogroup62405_g3	47	58	1	11	11	71	1	0	17	65	2	26	114	73	988	112	
isogroup62408_g1	51	54	39	24	14	70	15	0	21	34	16	57	134	26	591	71	
isogroup62409_g1	0	6	0	8	0	0	0	0	0	1	0	1	0	6	18	2	
isogroup62409_g2	13	12	24	28	8	37	2	0	2	17	3	24	105	31	228	32	
isogroup62409_g3	4	11	21	10	3	40	5	0	28	36	4	32	170	58	328	45	
isogroup62409_g4	7	37	7	3	3	15	0	0	0	17	1	7	4	9	138	21	
isogroup62411_g4	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	
isogroup62411_g5	9	3	1	0	3	0	11	0	1	0	0	0	0	0	8	3	
isogroup62411_g7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup62411_g8	0	0	0	0	0	1	2	0	2	0	1	1	0	0	15	0	
isogroup62412_g1	326	236	100	110	46	316	10	0	76	190	38	292	806	388	2298	289	
isogroup62413_g1	0	4	3	0	0	1	0	0	0	0	0	0	68	19	97	17	
isogroup62414_g1	45	43	85	109	26	274	32	0	82	159	21	93	243	84	1027	184	
isogroup62414_g2	21	61	16	12	6	18	11	0	12	31	6	58	100	19	330	51	
isogroup62415_g1	9	23	15	53	1	3	1	0	2	26	2	27	13	6	135	18	
isogroup62416_g2	12	16	53	28	5	38	16	0	2	27	2	11	12	1	76	13	
isogroup62416_g3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup62417_g1	25	22	0	3	2	6	2	0	0	17	0	7	48	35	77	16	
isogroup62418_g1	17	9	3	13	4	26	2	0	6	16	5	26	12	2	99	5	
isogroup62418_g2	505	592	177	240	127	466	50	0	152	408	49	525	1083	341	2461	360	
isogroup62418_g3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	
isogroup62419_g1	0	0	6	0	0	0	1	0	0	2	2	8	0	0	37	3	
isogroup62419_g2	210	138	76	95	26	193	23	0	66	74	39	128	377	67	1239	85	
isogroup6241_g1	3	5	0	0	0	15	0	0	0	4	0	3	7	1	15	8	
isogroup62420_g2	2	4	12	6	0	1	2	0	15	11	4	23	16	5	99	6	
isogroup62420_g3	0	0	0	0	0	0	0	0	0	4	2	1	16	5	79	11	
isogroup62420_g6	0	0	0	0	0	0	2	0	13	5	1	16	5	5	38	6	
isogroup62422_g1	64	80	31	38	13	79	37	0	25	49	18	102	122	47	529	111	
isogroup62423_g4	122	193	63	73	16	93	3	0	28	32	15	82	184	158	686	104	
isogroup62424_g1	44	78	27	41	34	71	7	0	38	69	15	66	211	43	572	91	
isogroup62425_g2	32	56	23	17	15	32	8	0	25	27	9	96	217	39	452	71	
isogroup62426_g2	50	83	78	55	11	51	9	0	46	76	18	136	181	43	652	129	
isogroup62427_g2	40	42	9	4	5	23	7	0	5	40	3	40	73	16	214	37	
isogroup62427_g3	25	14	0	2	2	10	2	0	2	6	1	22	36	9	112	23	
isogroup62427_g4	29	38	8	15	3	42	2	0	12	14	7	39	78	33	182	24	
isogroup62428_g2	886	1528	455	298	167	831	170	1	392	635	153	1165	2180	818	5977	1066	
isogroup62429_g1	50	106	22	11	4	50	12	0	20	45	27	56	186	61	537	47	
isogroup6242_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
isogroup62430_g2	54	30	17	23	4	63	5	0	18	49	14	23	108	10	285	28	
isogroup62430_g3	6	11	1	3	6	5	1	0	4	22	1	10	11	5	32	4	
isogroup62431_g2	121	148	27	46	10	144	4	0	9	26	10	51	129	42	119	22	
isogroup62432_g2	16	9	2	3	1	1	2	0	5	12	4	8	31	13	47	6	
isogroup62433_g1	2	0	1	0	0	0	0	0	0	1	0	7	1	0	1	0	
isogroup62434_g2	17	18	12	0	3	26	0	0	3	3	0	9	13	12	83	20	
isogroup62435_g1	15	13	1	0	5	41	0	0	0	8	1	7	16	6	65	19	
isogroup62436_g1	16	17	13	5	3	50	9	0	12	36	9	57	49	19	161	37	
isogroup62436_g2	8	22	15	9	3	22	7	0	4	23	6	27	22	12	152	29	
isogroup62437_g1	5	15	1	2	0	19	0	0	3	7	0	2	14	11	70	11	
isogroup62438_g1	203	307	149	118	72	316	50	0	167	192	72	323	653	244	1331	236	
isogroup62440_g1	19	32	95	144	14	94	6	0	34	48	24	118	54	59	594	74	
isogroup62440_g2	0	1	0	1	0	2	0	0	0	1	0	3	0	1	5	1	
isogroup62441_g2	0	3	0	13	0	0	1	0	0	7	2	4	4	1	9	6	
isogroup62442_g1	50	43	19	2	7	33	5	0	12	13	5	27	89	34	325	54	
isogroup62442_g5	44	49	29	29	7	17	3	0	6	22	2	24	106	31	244	36	
isogroup62444_g1	207	284	233	172	46	227	36	0	153	266	53	410	860	350	1788	289	
isogroup62446_g2	43	38	18	11	9	20	3	0	5	26	2	11	98	11	257	22	
isogroup62446_g5	410	592	483	498	168	794	39	1	183	555	62	572	704	323	1657	338	
isogroup62447_g1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	
isogroup62447_g2	73	137	27	2	7	45	10	0	14	25	3	41	169	132	278	65	
isogroup62448_g4	26	20	2	9	16	24	0	0	7	5	1	5	4	4	99	28	
isogroup62448_g7	3	5	0	0	5	11	0	0	4	8	4	11	0	0	0	0	
isogroup62448_g9	0	2	8	6	0	0	0	0	2	1	0	4	9	2	18	0	
isogroup62449_g2	4	8	0	0	0	11	2	0	2	2	1	4	10	1	67	13	
isogroup62450_g1	504	710	192	144	90	428	58	0	272	337	65	419	1363	418	3468	540	
isogroup62451_g3	28	23	14	3	5	40	7	0	20	62	9	28	44	15	132	34	
isogroup62452_g3	9	6	0	4	2	1	0	0	3	7	2	7	10	1	64	9	
isogroup62452_g5	1	0	0	0	0	2	0	0	1	3	0	0	7	5	35	0	
isogroup62452_g6	0	6	0	0	0	0	0	0	2	2	0	0	0	0	45	11	
isogroup62453_g2	70	124	73	56	38	101	3	0	29	67	9	87	169	46	548	126	
isogroup62453_g4	33	51	25	32	5	67	14	0	8	37	3	73	62	35	121	36	
isogroup62454_g1	84	84	13	23	15	78	8	0	29	75	13	60	208	66	415	65	
isogroup62454_g2	198	222	157	80	37	165	30	0	26	117	13	95	338	147	1083	173	
isogroup62455_g3	179	211	59	53	12	153	14	0	34	118	24	220	611	289	946	173	
isogroup62455_g8	9	1	0	2	1	21	1	0	4	4	3	3	4	1	38	3	
isogroup62455_g9	6	0	5	18	0	0	0	0	8	2	0	2	18	38	11	0	
isogroup62456_g1	342	342	285	149	63	224	54	0	102	264	101	407	620	210	1113	226	
isogroup62457_g1	714	944	334	409	87	694	64	1	157	471	55	597	1279	592	3199	854	
isogroup62457_g10	3	2	0	0	0	0	0	0	5	12	0	0	3	0	3	2	
isogroup62457_g4	617	924	860	697	219	1106	177	1	333	896	245	1365	1375	614	4438	787	
isogroup62458_g1	1	0	0	0	0	2	20	0	1	7	0	0	8	0	12	6	
isogroup62459_g2	1	2	0	0	0	0	0	0	2	3	0	0	1	0	3	0	
isogroup62459_g7	51	59	18	19	8	73	1	0	18	19	7	37	65	21	205	35	
isogroup62459_g8	7	4	0	0	0	0	0	0	3	7	0	14	5	1	18	10	
isogroup62460_g1	3	3	0	0	0	3	7	0	3	0	0	2	5	4	22	1	
isogroup62461_g4	0	0	0	2	0	1	0	0	1	1	0	7	0	0	23	5	
isogroup62461_g7	1	0	0	1	0	0	0	0	0	2	0	0	6	3	2	2	
isogroup62462_g1	83	112	0	0	1	0	0	0	0	2	0	4	186	64	363	45	
isogroup62462_g2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	
isogroup62463_g2	130	112	135	72	15	41	1	0	24	96	20	94	359	112	865	129	
isogroup62463_g3	36	34	13	4	11	93	3	0	10	61	2	18	66	24	205	40	
isogroup62464_g1	6	26	13	19	4	11	3	0	7	3	2	41	57	25	426	46	
isogroup62464_g3	313	357	137	136	80	505	18	0	106	237	60	348	793	221	2133	317	
isogroup62465_g2	22	29	80	46	13	23	0	0	7	19	6	14	152	125	77	53	
isogroup62466_g1	37	38	15	13	27	62	3	0	17	69	6	37	129	31	436	72	
isogroup62466_g2	50	54	0	2	3	13	11	0	4	33	5	57	134	64	33	7	
isogroup62467_g2	0	0	0	0	6	0	0	0	0	1	0	7	3	1	14	8	
isogroup62467_g3	11	14	21	26	7	26	1	0	11	38	8	29	97	39	354	43	
isogroup62467_g4	63	51	8	5	7	39	0	0	27	29	3	18	100	39	553	109	
isogroup62467_g5	1	7	0	0	0	1	0	0	0	0	0	0	12	0	5	1	
isogroup62468_g1	67	63	100	31	88	305	32	0	89	97	49	206	79	38	1518	317	
isogroup62469_g1	14	37	11	3	6	44	3	0	11	15	9	31	40	17	172	29	
isogroup62471_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	
isogroup62471_g3	236	297	19	41	4	74	10	0	32	84	13	69	263	154	311	79	
isogroup62472_g1	8	6	10	32	1	1	0	0	1	6	3	9	24	14	67	11	
isogroup62473_g1	297	276	115	100	30	271	21	0	40	277	29	242	458	196	1451	272	
isogroup62474_g1	3	5	0	1	0	6	0	0	1	3	1	5	11	0	39	8	
isogroup62474_g2	32	16	29	40	15	49	8	0	37	152	8	97	69	27	239	49	
isogroup62476_g1	3	10	7	17	6	15	2	0	11	10	3	16	29	7	121	18	
isogroup62478_g2	16	14	13	1	1	2	8	0	4	7	2	12	27	14	97	13	
isogroup62479_g1	12	19	1	0	0	18	0	0	0	0	0	1	0	0	19	3	
isogroup62479_g4	15	13	0	0	0	1	0	0	0	0	1	2	0	0	12	0	
isogroup62479_g7	46	30	53	32	23	67	5	0	14	8	27	81	124	20	253	26	
isogroup62480_g1	31	41	46	34	41	516	19	0	69	342	31	387	3	3	605	92	
isogroup62481_g1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	1	
isogroup62482_g2	317	380	66	76	24	203	32	0	50	156	17	168	649	181	1701	269	
isogroup62483_g1	52	68	6	8	16	41	5	0	38	18	13	24	155	60	444	99	
isogroup62484_g1	44	47	11	56	14	46	17	0	29	51	14	47	89	29	491	67	
isogroup62484_g2	36	55	13	32	21	71	15	0	19	48	6	45	101	39	296	52	
isogroup62485_g1	86	54	14	7	2	30	3	0	3	35	2	57	110	78	358	88	
isogroup62485_g2	53	35	28	18	12	50	10	0	41	53	31	68	183	46	551	134	
isogroup62486_g1	313	411	148	103	43	205	25	0	54	210	27	203	538	302	1908	256	
isogroup62487_g1	14	26	16	8	16	34	8	0	17	33	8	54	42	15	102	11	
isogroup62487_g3	2	2	1	0	2	0	1	0	0	0	8	8	11	5	5	0	
isogroup62488_g1	71	90	26	27	10	95	2	0	18	50	7	104	198	40	721	158	
isogroup62489_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup62490_g1	404	777	6	0	11	81	4	0	23	172	2	5	836	552	2204	813	
isogroup62490_g2	8	11	0	0	0	0	4	0	7	17	6	19	0	1	4	2	
isogroup62490_g4	43	51	31	16	4	68	10	0	9	29	1	48	84	34	324	48	
isogroup62491_g7	28	21	5	1	3	15	1	0	8	31	0	9	38	9	89	14	
isogroup62492_g2	129	107	79	48	14	73	17	0	34	131	11	133	163	64	662	121	
isogroup62492_g4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	
isogroup62493_g2	65	84	44	63	47	186	22	0	44	76	21	110	305	109	407	52	
isogroup62493_g5	8	29	6	9	0	16	2	0	5	6	3	7	17	8	121	6	
isogroup62493_g6	17	11	6	6	6	20	0	0	3	14	1	20	42	6	114	21	
isogroup62494_g1	220	209	64	73	40	146	15	0	62	130	19	150	649	230	1884	290	
isogroup62495_g1	3	2	7	2	0	7	0	0	0	0	0	0	1	0	37	2	
isogroup62495_g2	147	214	101	115	33	180	21	0	63	204	19	159	318	122	908	189	
isogroup62496_g1	1513	1340	741	425	247	1247	130	0	691	1276	224	1574	3455	1501	8599	1966	
isogroup62497_g1	210	424	85	72	93	343	52	0	116	334	60	454	243	140	544	101	
isogroup62497_g2	47	43	5	0	21	37	21	0	31	33	15	94	42	19	216	43	
isogroup62497_g3	522	703	101	135	129	409	69	0	111	327	79	634	612	292	1572	343	
isogroup62497_g4	4	15	14	1	2	9	0	0	0	0	3	17	11	6	5	0	
isogroup62498_g1	13	11	1	0	6	9	11	0	4	5	2	12	38	27	139	36	
isogroup62498_g2	3	2	1	0	0	0	0	0	1	5	1	1	11	2	9	5	
isogroup62499_g1	98	111	17	11	5	26	1	0	18	138	29	83	43	28	67	15	
isogroup62499_g2	17	21	46	23	4	12	2	0	14	20	3	50	65	14	143	46	
isogroup62499_g3	66	60	40	9	0	0	3	0	9	7	5	14	36	22	206	14	
isogroup62499_g4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup62500_g1	160	159	82	91	20	199	12	0	25	64	12	143	198	78	681	210	
isogroup62500_g2	0	1	0	0	0	0	0	0	0	0	0	1	1	3	15	5	
isogroup62501_g1	106	95	65	77	16	166	25	0	39	77	19	78	275	88	1057	127	
isogroup62501_g3	18	23	14	17	2	29	0	0	13	29	4	23	45	16	122	12	
isogroup62502_g1	377	281	175	85	16	57	4	0	18	65	22	58	140	56	859	251	
isogroup62505_g1	199	242	34	17	29	66	10	0	64	32	31	97	429	129	1357	171	
isogroup62505_g3	36	23	10	6	4	84	0	0	2	33	5	36	63	28	291	52	
isogroup62506_g1	1659	1904	664	628	295	1661	127	2	442	862	162	882	3160	1275	11987	1538	
isogroup62506_g2	49	33	15	7	6	36	2	0	7	28	0	2	21	7	105	14	
isogroup62506_g3	2	0	0	0	2	2	0	0	0	0	0	0	3	1	46	1	
isogroup62506_g5	0	2	0	0	0	0	0	0	2	3	2	0	3	0	16	3	
isogroup62507_g1	47	50	50	37	18	90	11	0	32	65	5	45	165	34	393	36	
isogroup62507_g3	5	13	13	6	1	21	3	0	9	22	11	6	30	8	111	11	
isogroup62508_g2	95	91	44	23	24	102	0	0	24	82	12	58	184	55	551	88	
isogroup62509_g2	25	33	29	18	14	33	7	0	17	35	9	20	38	19	365	32	
isogroup62509_g3	14	25	1	8	1	9	5	0	2	12	2	12	36	14	145	19	
isogroup62509_g5	43	83	41	28	14	87	6	0	22	23	7	56	147	60	300	61	
isogroup62510_g1	2	2	0	0	1	2	0	0	8	14	9	26	39	4	89	9	
isogroup62510_g2	4	6	5	0	1	17	7	0	11	4	5	32	84	29	180	39	
isogroup62510_g3	0	14	1	0	2	10	0	0	6	58	0	23	6	1	64	11	
isogroup62512_g2	83	270	96	74	4	48	2	0	6	22	6	276	235	173	224	39	
isogroup62512_g3	5	6	9	3	0	18	9	0	2	6	2	9	35	16	77	18	
isogroup62513_g2	3181	8557	70	59	538	11453	238	6	1061	2119	487	3020	4256	8495	28381	4652	
isogroup62514_g1	138	215	37	20	18	98	22	0	67	15	19	71	402	80	1010	146	
isogroup62514_g2	40	32	6	13	3	4	1	0	4	3	1	14	55	28	345	63	
isogroup62515_g1	0	1	5	3	0	1	2	0	0	0	2	2	4	0	6	5	
isogroup62516_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	83	11	
isogroup62516_g2	23	40	27	11	8	48	11	0	13	8	1	10	53	18	275	37	
isogroup62516_g3	45	20	3	7	1	5	6	0	0	0	3	16	32	8	128	22	
isogroup62516_g4	0	0	0	0	0	5	0	0	0	0	0	2	2	1	34	9	
isogroup62517_g1	5	3	3	2	0	4	0	0	2	2	0	13	23	11	24	4	
isogroup62518_g6	9	5	3	22	2	4	0	0	3	6	0	0	6	2	73	6	
isogroup62518_g7	21	10	10	25	3	0	3	0	2	10	1	4	29	21	72	12	
isogroup62520_g1	113	131	75	70	32	254	10	0	44	177	16	107	265	139	1046	243	
isogroup62521_g1	97	81	16	12	8	73	3	0	26	34	23	43	78	45	312	59	
isogroup62522_g1	0	1	1	0	0	0	0	0	0	0	0	3	0	1	2	0	
isogroup62523_g1	45	48	22	27	5	157	17	0	7	128	6	58	84	45	246	58	
isogroup62523_g2	5	1	0	0	1	0	4	0	2	14	2	3	16	3	10	3	
isogroup62523_g4	0	0	4	3	3	7	0	0	7	18	3	13	14	4	8	0	
isogroup62524_g2	13	33	11	12	8	29	7	0	19	19	11	45	109	37	286	50	
isogroup62527_g11	11	7	0	0	6	8	1	0	5	4	1	2	11	4	11	8	
isogroup62527_g12	0	3	0	0	0	2	1	0	0	0	0	17	3	0	9	0	
isogroup62528_g1	30	46	108	69	77	292	34	0	114	150	35	163	27	20	1224	128	
isogroup62528_g3	79	76	14	29	7	54	1	0	15	59	10	64	182	47	361	82	
isogroup62529_g1	366	590	393	295	162	774	62	0	217	303	104	506	1132	380	3032	460	
isogroup62530_g1	18	19	13	19	3	11	4	0	10	17	8	31	56	19	196	39	
isogroup62530_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	
isogroup62531_g1	97	72	68	50	13	159	22	0	40	156	43	134	148	59	416	57	
isogroup62531_g3	0	1	3	7	1	13	1	0	1	1	4	3	11	2	35	6	
isogroup62531_g6	12	19	29	22	5	25	0	0	6	8	4	47	18	8	67	9	
