isogroup93944_g1	GO:0044753;GO:0044754;GO:0030424;GO:0005901;GO:0030054;GO:0005737;GO:0032473;GO:0031410;GO:0005829;GO:0030425;GO:0032839;GO:0005783;GO:0005768;GO:0070062;GO:0005615;GO:0005794;GO:0005798;GO:0030426;GO:0016234;GO:0005622;GO:0030529;GO:0005764;GO:0005902;GO:0005743;GO:0005759;GO:0031966;GO:0005741;GO:0005739;GO:0097487;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0098794;GO:0030672;GO:0043195;GO:0005802;GO:1990909;GO:0003779;GO:0005524;GO:1904713;GO:0030276;GO:0039706;GO:0001948;GO:0005525;GO:0034211;GO:0005096;GO:0003924;GO:0042802;GO:0044325;GO:0016301;GO:0004708;GO:0008017;GO:0036479;GO:0042803;GO:0051018;GO:0004672;GO:0004674;GO:0030159;GO:0017048;GO:0000149;GO:0017075;GO:0015631;GO:0000187;GO:0000186;GO:0006914;GO:0019722;GO:0060070;GO:0034613;GO:1903351;GO:0071287;GO:0034599;GO:0009267;GO:0008340;GO:0006897;GO:0060079;GO:0035640;GO:0007030;GO:0046039;GO:0048312;GO:0035556;GO:0035641;GO:0007040;GO:0000165;GO:0051646;GO:0007005;GO:1902902;GO:1902236;GO:0090394;GO:0034260;GO:1903206;GO:1902823;GO:0016242;GO:1901215;GO:0032091;GO:0001933;GO:0010955;GO:1903217;GO:1903215;GO:1903125;GO:0007528;GO:0070997;GO:0048812;GO:0021772;GO:0018105;GO:0018107;GO:0016310;GO:0010508;GO:0090263;GO:0060161;GO:0043406;GO:0043068;GO:0032436;GO:1902499;GO:0032092;GO:0001934;GO:0031398;GO:0046777;GO:0070585;GO:0006468;GO:0072593;GO:0010506;GO:2000172;GO:0050848;GO:0060828;GO:0061001;GO:0060159;GO:0035564;GO:0040012;GO:0035751;GO:0042391;GO:0051900;GO:0090140;GO:1902692;GO:1901214;GO:0014041;GO:0010738;GO:0051966;GO:2000300;GO:1902803;GO:0006979;GO:0007264;GO:0022028;GO:1904887
isogroup55807_g2	GO:0036020;GO:0006914;GO:1901525;GO:0032435;GO:1901098
isogroup61063_g2	GO:0070062;GO:0016020;GO:0005739;GO:0005730;GO:0005634;GO:0005525;GO:0005096;GO:0046872;GO:0043524;GO:0042177;GO:0015031;GO:0007264
isogroup60331_g1	GO:0005829;GO:0016301;GO:0043687
isogroup58559_g1	GO:0031225;GO:0016324;GO:0016323;GO:0060170;GO:0070062;GO:0072372;GO:0000922;GO:0005509;GO:0048878;GO:0007588;GO:0007157;GO:0007159;GO:0072218;GO:0072221;GO:0072233;GO:1990266;GO:2000021
isogroup180720_g1	GO:0003964
isogroup55379_g1	GO:0005737;GO:0070062;GO:0005886;GO:0003824;GO:0043295;GO:0008270
isogroup46354_g1	GO:0008375;GO:0000287;GO:0010125
isogroup61999_g2	GO:0009507;GO:0005635;GO:0044611;GO:0017056;GO:0051028;GO:0006999;GO:0000059
isogroup59253_g1	GO:0004842;GO:0008270;GO:0016567
isogroup55553_g2	GO:0030659;GO:0016021;GO:0015171;GO:0003333;GO:0006836
isogroup62493_g6	GO:0070062;GO:0019898;GO:0043231;GO:0031902;GO:0030496;GO:0035091;GO:0019904;GO:0042803;GO:0000920;GO:0000281;GO:0032091;GO:0006810
isogroup60755_g1	GO:0071564;GO:0008270;GO:1990403;GO:0007399;GO:0006355;GO:0006351
isogroup56014_g1	GO:0005737
isogroup124052_g1	GO:0005634;GO:0003677;GO:0048256;GO:0046872;GO:0045145;GO:0006310;GO:0006298
isogroup61335_g1	GO:0005615;GO:0005509;GO:0042803;GO:0004252;GO:0001867
isogroup56666_g1	GO:0005789;GO:0016021
isogroup62609_g1	GO:0009986;GO:0005783;GO:0005576;GO:0005794;GO:0005887;GO:0005634;GO:0005886;GO:0030133;GO:0016303;GO:0005524;GO:0017134;GO:0005007;GO:0046934;GO:0004713;GO:0005088;GO:0070977;GO:0030282;GO:0060349;GO:0007267;GO:0002062;GO:0035988;GO:0003416;GO:0001958;GO:1902178;GO:0008543;GO:0007259;GO:0000165;GO:0048640;GO:0018108;GO:0048015;GO:0008284;GO:0070374;GO:0043410;GO:0043552;GO:0010518;GO:0042511;GO:0042517;GO:0046777;GO:0014066;GO:0001501
isogroup60914_g3	GO:0005737;GO:0080048;GO:0005085;GO:0016787;GO:0000166;GO:0016779;GO:0006006
isogroup128250_g1	GO:0070062;GO:0000139;GO:0042803;GO:0010634;GO:0010718;GO:0070374
isogroup62282_g3	GO:0005788;GO:0070062;GO:0005886;GO:0003993;GO:0034417;GO:0052826;GO:0016311
isogroup61906_g1	GO:0005634;GO:0003682;GO:0003677;GO:0048286;GO:0000122;GO:0006351
isogroup60594_g1	GO:0016021;GO:0016757
isogroup186624_g1	GO:0005737;GO:0005829;GO:0070062;GO:0052689;GO:0004622;GO:0008474;GO:0002084
isogroup26997_g1	GO:0016021;GO:0032039;GO:0016020;GO:0005634;GO:0016180
isogroup56869_g1	GO:0016021;GO:0004930;GO:0004888;GO:0042813;GO:0017147;GO:0060070;GO:0007186;GO:0007275;GO:0035567;GO:0007165;GO:0016055
isogroup181710_g1	GO:0031265;GO:0044297;GO:0005829;GO:0031264;GO:0045121;GO:0005815;GO:0005739;GO:0043005;GO:0005654;GO:0043234;GO:0097342;GO:0004197;GO:0097153;GO:0097199;GO:0035877;GO:0005123;GO:0032403;GO:0005164;GO:0097202;GO:0006915;GO:0071260;GO:0071407;GO:0097194;GO:0008625;GO:0030225;GO:0043124;GO:0043123;GO:0045651;GO:0051291;GO:0006508;GO:0051603;GO:0042981;GO:0046677;GO:0032025;GO:0009409;GO:0032355;GO:0045471;GO:0032496;GO:0034612;GO:0036462
isogroup61094_g1	GO:0016021;GO:0005886;GO:0016500
isogroup59181_g2	GO:0005737;GO:0000118;GO:0005634;GO:0046872;GO:0032041;GO:0040029;GO:0010830;GO:0006355;GO:0006351
isogroup46574_g2	GO:0016021
isogroup60810_g1	GO:0005737;GO:0005829;GO:0000791;GO:0000123;GO:0005739;GO:0043005;GO:0043025;GO:0005634;GO:0005886;GO:0042588;GO:0048029;GO:0042277;GO:0005547;GO:0019904;GO:0016262;GO:0097363;GO:0008134;GO:0006915;GO:0071333;GO:0032869;GO:0071222;GO:0097237;GO:0032922;GO:0030900;GO:0006041;GO:0080182;GO:0043984;GO:0043981;GO:0043982;GO:0048312;GO:0060548;GO:1900038;GO:0033137;GO:0010801;GO:0001933;GO:0090315;GO:0031397;GO:0048015;GO:0045793;GO:0010628;GO:0061087;GO:1900182;GO:0001934;GO:0045862;GO:1903428;GO:0045944;GO:0070208;GO:0070207;GO:0006493;GO:0090526;GO:0006110
isogroup21228_g1	GO:0016021;GO:0005886;GO:0004989
isogroup185715_g1	GO:0005737;GO:0005654;GO:0032299;GO:0046872;GO:0003723;GO:0004523;GO:0043137;GO:0006298;GO:0006401
isogroup89332_g1	GO:0005623;GO:0050660;GO:0004791;GO:0045454
isogroup58045_g1	GO:0046872;GO:0016702
isogroup58507_g9	GO:0000781;GO:0005737;GO:0005654;GO:0030915;GO:0006310;GO:0006281;GO:0031398;GO:0016925;GO:0040008
isogroup46340_g1	GO:0005789;GO:0030176;GO:0004346;GO:0006094;GO:0051156;GO:0042593;GO:0015758;GO:0050796
isogroup39685_g1	GO:0005840;GO:0003735;GO:0006412
isogroup45585_g1	GO:0005634;GO:0016605;GO:0016874;GO:0000166;GO:0004842;GO:0008270;GO:0051301;GO:0007093;GO:0007067;GO:0019941;GO:0000209
isogroup59507_g2	GO:0005815;GO:0005739;GO:0005634;GO:0005886;GO:0005524;GO:0005525;GO:0004776;GO:0006099
isogroup62283_g2	GO:0005834;GO:0045335;GO:0005886;GO:0031982;GO:0031682;GO:0004871;GO:0007190;GO:0000187;GO:0007188;GO:0031152;GO:0019933;GO:0043327;GO:0043326;GO:1903665;GO:0043547;GO:0030826;GO:0046578;GO:1902610
isogroup40035_g1	GO:0005759;GO:0005739;GO:0005506;GO:0031418;GO:0016702;GO:0050353;GO:0045329;GO:0051354;GO:0055114
isogroup49960_g1	GO:0009986;GO:0005737;GO:0005576;GO:0045121;GO:0005654;GO:0005634;GO:0072534;GO:0005578;GO:0008306;GO:0007411;GO:0007155;GO:0030198;GO:0035641;GO:0060291;GO:0048692;GO:0022408;GO:0050805;GO:0050885;GO:0007158;GO:0051968;GO:0051971;GO:0050808;GO:0022029
isogroup38134_g1	GO:0005737;GO:0005654;GO:0016567
isogroup145630_g1	GO:0016021;GO:0005886;GO:0004930;GO:0007166;GO:0007186;GO:0010579
isogroup53858_g1	GO:0005581;GO:0005737;GO:0005615;GO:0005578;GO:0005109;GO:0017147;GO:0016477;GO:0090103;GO:0090177;GO:0060122;GO:0090090;GO:0043932;GO:0045669;GO:0033690;GO:0032092;GO:0060071
isogroup9363_g1	GO:0005789;GO:0016021;GO:0000030;GO:0006506
isogroup59836_g1	GO:0015629;GO:0005730;GO:0005634;GO:0044822;GO:0001103;GO:0001106;GO:0003713;GO:0000122;GO:0006366
isogroup184088_g1	GO:0005576;GO:0016021;GO:0005886;GO:0016787;GO:0046872;GO:0007154;GO:0008152
isogroup53560_g1	GO:0005622;GO:0005886;GO:0005525;GO:0007264
isogroup34640_g1	GO:0003964
isogroup38056_g1	GO:0005634;GO:0003677;GO:0003713;GO:0003700;GO:0008270;GO:0007411;GO:0048813;GO:0045893;GO:0006357;GO:0006351
isogroup37234_g1	GO:0016023;GO:0005794;GO:0016021;GO:0005886;GO:0005524;GO:0005007;GO:0006915;GO:0008284
isogroup60520_g1	GO:0001740;GO:0005524;GO:0051276;GO:0060821
isogroup62574_g2	GO:0016021;GO:0005886;GO:0004930;GO:0042562;GO:0042923
isogroup59051_g1	GO:0031965;GO:0005634
