X,X1B,X1N,X2B,X2N,X3B,X3N,X5B,X5N,X6B,X6N,X7B,X7N,X8B,X8N,fitPatch,adjp.p,pval.p,adjp.g,pval.g,adjp.pc1,pval.pc1,direction,pval,binary
isogroup112751_g1,4.69324678211055,3.79936497857006,4.25200318827849,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,36.0809183337467,0.0306818220634874,0.000370134221092888,0.000381331922726663,6.5363965013554e-05,0.884789993179651,0.0803740121523715,1,3.43164064262666,1
isogroup113988_g1,4.7528741164472,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.92900997125111,3.79936497857006,35.8931742891274,0.0246910146444053,0.000259675717426799,0.000400955870546315,6.91188123164155e-05,0.884789993179651,0.0642247457149734,1,3.5855684926006,1
isogroup114013_g1,3.79936497857006,3.79936497857006,4.57712422068147,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.1948260274124,3.79936497857006,4.31536470337431,3.79936497857006,31.1890150548059,0.0667259077748035,0.00118237247095432,0.012997177998902,0.00376935391987598,0.884789993179651,0.161084591168492,1,2.9272456537305,1
isogroup114652_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.69453603810728,-35.1990161772803,2.54427710676285e-05,2.02372902879944e-08,0.100839696421827,0.0453515076370553,0.0378595865809069,5.08758779393936e-05,-1,-7.69170691234575,1
isogroup116154_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,5.09224670777979,3.79936497857006,4.33208794974873,3.79936497857006,3.79936497857006,3.79936497857006,4.17435081715222,3.79936497857006,3.79936497857006,-34.9986125520835,0.0802108088882412,0.00163023468713319,3.14929141261011e-14,9.99200722162641e-16,0.884789993179651,0.192847102286552,-1,-2.7877498438087,1
isogroup117250_g1,8.55666874837273,8.7751159395437,8.122216179163,9.26018468674543,8.24515212365343,9.07849688226087,6.99134779000792,8.79770701025332,6.84165911433162,8.48813880480107,7.34383943434913,8.36609134693139,7.01191866182088,7.73021058034265,-1.1500660614992,0.000538319875640221,1.04666701405964e-06,0.00723120006294681,0.00190318283583346,0.0659977177478467,9.88886980420878e-05,-1,-5.98014997139478,1
isogroup117482_g1,4.5581975814583,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.14168520720657,3.79936497857006,36.2586864723474,0.0715252149113677,0.00135997049082082,0.0405628039333623,0.0148019281874373,0.884789993179651,0.17434902903181,1,2.86647048308738,1
isogroup118433_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.24682388526183,4.88742279534702,-2.62036213066864,0.0054049213912287,2.79441362250887e-05,7.94998044934105e-06,8.67711166585572e-07,0.884789993179651,0.0141592225221285,-1,-4.55370775606999,1
isogroup119104_g1,4.38982365106841,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.33107052543412,3.79936497857006,30.5573260687453,0.0774780145037671,0.00155435345049537,0.00352903775922103,0.000819803424667476,0.884789993179651,0.187835469633253,1,2.80845019044801,1
isogroup12250_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.2847999734683,3.79936497857006,4.17435081715222,3.79936497857006,4.51122385508436,-38.0674589632569,0.000705468553156339,1.74904537042497e-06,0.340199410706335,0.219844285557642,0.379285931626266,0.0018082556674881,-1,-5.75717409506688,1
isogroup133141_g1,3.79936497857006,4.47719338540277,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.17712067655884,3.79936497857006,3.79936497857006,3.79936497857006,4.44528109454913,3.79936497857006,3.79936497857006,-36.5286270487818,0.0172102314785975,0.000149819513976301,0.00941333899098446,0.00258731632894049,0.884789993179651,0.0449079869647219,-1,-3.82443132626233,1
isogroup133803_g1,3.79936497857006,4.40672960277586,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.32820331737596,3.79936497857006,3.79936497857006,-37.2294753426707,0.0802108088882412,0.00164816730592277,0.0364802287323158,0.01293976120346,0.884789993179651,0.194012455126916,-1,-2.7829986786971,1
isogroup133992_g1,3.79936497857006,4.59852287015162,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.17435081715222,3.79936497857006,3.79936497857006,-35.7022023655025,0.0601889511401525,0.00101600438955096,0.000849645525587855,0.000162645356466928,0.884789993179651,0.1476682201921,-1,-2.99310437297444,1
isogroup134306_g1,4.14184599082279,4.59852287015162,4.25200318827849,5.19400017160502,4.82685231042767,5.52788223858961,4.62568220694741,5.16525070525693,5.0112945522108,4.96230773658268,4.72760636952998,4.95719190085677,4.61872105152564,5.08260182905083,-1.39504550834439,0.0886454808207005,0.00201831008655728,0.136783896368918,0.0667300946297158,0.884789993179651,0.0674669814728194,-1,-2.69501208787218,1
isogroup135174_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.4166111958448,4.88742279534702,-1.68176267533278,0.0995571701820558,0.00250778974437338,4.35127371891852e-09,2.58807530961747e-10,0.884789993179651,0.24311528724609,-1,-2.60070886068547,1
isogroup135834_g1,3.79936497857006,3.79936497857006,4.88672985808531,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.12259296054564,3.79936497857006,4.34630592692198,3.79936497857006,37.1657873209881,0.0177987148322934,0.000156515433125337,0.000373961489719467,6.39849265662296e-05,0.884789993179651,0.0462224097869263,1,3.80544255514077,1
isogroup136934_g1,4.69324678211055,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.1163976372832,3.79936497857006,33.4784469028887,0.0256154840962378,0.00027729627664741,0.00724925339603424,0.00190825463898259,0.884789993179651,0.0669752058527924,1,3.55705580518707,1
isogroup13795_g1,3.79936497857006,4.10472457840156,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.54858878236212,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.92900997125111,4.51122385508436,-5.12494355417025,0.0689176023596308,0.00125470844773168,0.0671470542256681,0.0273899450975317,0.884789993179651,0.159336278331168,-1,-2.90145714335562,1
isogroup138566_g1,4.14184599082279,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,5.29816378469782,4.54858878236212,3.79936497857006,4.1434249869768,4.44185144426004,4.17435081715222,4.40324044863064,4.12029517204685,1.90512542445257,0.083265623796026,0.00184707658619554,6.89865007484986e-05,9.59348289242268e-06,0.884789993179651,0.127147952675638,1,2.73351507331981,1
isogroup139370_g1,4.69324678211055,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.25553239281615,3.79936497857006,3.79936497857006,3.79936497857006,36.3763431924449,0.0202532627287495,0.00018936868594055,0.000358628666278772,6.09494410299671e-05,NA,NA,1,3.72269160511604,1
isogroup13941_g1,4.14184599082279,4.47719338540277,4.96951164023288,5.75285583704576,5.37849869666072,6.87747865826245,4.62568220694741,6.13349647427111,5.0112945522108,5.74607744658414,4.25553239281615,4.32820331737596,4.80806465992514,5.46648280547411,-1.83799816734685,9.00620348432269e-05,1.04333865769135e-07,0,0,0.0378595865809069,4.45223235268077e-05,-1,-6.98115864566616,1
isogroup1475_g1,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,3.79936497857006,4.16519885136174,4.63834605808579,-2.42771705272624,0.0973858725471275,0.00239268869360154,0.00228254682493806,0.000498844124142583,0.884789993179651,0.237183595212814,-1,-2.62111378446668,1
