gene,pval
isogroup121418_g1,-0.0744105390001485
isogroup121420_g1,1.12942822064177
isogroup12148_g1,0.148492521228265
isogroup121543_g1,0.565055244509753
isogroup121551_g1,-0.106564385439742
isogroup121565_g1,0.44839596894984
isogroup12158_g1,-0.167692471923316
isogroup121638_g1,-0.341597938056684
isogroup121684_g1,-0.0980832580407741
isogroup12171_g1,-0.25199448702176
isogroup121778_g1,0.816958388807854
isogroup121794_g1,-0.647580630492606
isogroup121795_g1,0.0391989945473619
isogroup121823_g1,-0.148682211886711
isogroup121878_g1,-0.0104495729899477
isogroup121901_g1,-0.555592915944793
isogroup121917_g1,-0.072020524750738
isogroup121961_g1,-0.096354456998739
isogroup121974_g1,0.949345211860139
isogroup122046_g1,-0.00937127454773518
isogroup122048_g1,-0.0112422992683757
isogroup122056_g1,0.278791189227263
isogroup12205_g1,1.2745308018059
isogroup122154_g1,-0.117652752098987
isogroup122161_g1,-1.45250910162741
isogroup122204_g1,-1.8567731450643
isogroup122222_g1,0.950323010323187
isogroup122293_g1,0.0218123478196342
isogroup122332_g1,-0.212755085069511
isogroup122393_g1,0.785350886516089
isogroup122394_g1,1.25884570719911
isogroup12250_g1,-5.75717409506688
isogroup122604_g1,0.195908820828695
isogroup12264_g1,-1.70467900489855
isogroup12271_g1,-0.197970708345168
isogroup122796_g1,0.235424450902224
isogroup122820_g1,-0.0471688178216801
isogroup122823_g1,-0.00585920577355233
isogroup12286_g1,1.49842932076392
isogroup122982_g1,-0.0137448025756314
isogroup122_g1,0.0682717266379134
isogroup12317_g1,0.691278525984147
isogroup123214_g1,-0.00836506813457556
isogroup123286_g1,-0.471986228036168
isogroup123322_g1,0.13304822822271
isogroup12333_g1,-0.040860490545515
isogroup123383_g1,-0.164322372081083
isogroup123572_g1,1.16533919653888
isogroup12359_g1,-0.155594270750936
isogroup123731_g1,0.255107637461076
isogroup123738_g1,-0.052541989800877
isogroup123824_g1,-0.327540918904099
isogroup12392_g1,-0.154619206037136
isogroup123990_g1,1.03254507132071
isogroup124004_g1,-0.0741807795201633
isogroup124052_g1,-2.4228888068593
isogroup12410_g1,0.562952185778992
isogroup124186_g1,0.694081712913254
isogroup124194_g1,-0.700742359953138
isogroup124243_g1,-0.426557692815189
isogroup124321_g1,0.00984287035334926
isogroup12435_g1,0.0724931078736876
isogroup124431_g1,-0.25891543213449
isogroup124474_g1,0.272157072545633
isogroup12455_g1,0.529677531491355
isogroup124574_g1,-0.636540425115422
isogroup124581_g1,0.026761813783675
isogroup124616_g1,-0.637833776189427
isogroup124639_g1,-0.771259658677197
isogroup12477_g1,-0.214045218302468
isogroup124790_g1,0.577447548850183
isogroup124827_g1,-0.0547730409856937
isogroup124831_g1,-0.150511316853898
isogroup124899_g1,0.0858680772538282
isogroup124902_g1,0.631620582765414
isogroup124955_g1,0.213903469730306
isogroup124990_g1,-0.137215100762208
isogroup124993_g1,-0.825815550629338
isogroup125006_g1,-0.0068881771380026
isogroup125015_g1,0.0168094655017991
isogroup12508_g1,0.324298262609311
isogroup125090_g1,0.559368899864461
isogroup125148_g1,0.0992747874481503
isogroup125384_g1,-0.259908223836225
isogroup12540_g1,0.224137020658156
isogroup125434_g1,-0.408785140436674
isogroup12548_g1,-0.0831638930478135
isogroup12553_g1,0.749966317248565
isogroup12559_g1,-0.858689865837726
isogroup1255_g1,-0.367902519992159
isogroup12574_g1,0.194249181285284
isogroup125774_g1,-0.205679721411681
isogroup12585_g1,0.897226458682061
isogroup125897_g1,0.0320972053436661
isogroup1258_g1,0.10722310385239
isogroup125950_g1,0.19727514551772
isogroup12599_g1,0.88239086423662
isogroup126094_g1,0.204970839677522
isogroup126130_g1,-0.408315907819893
isogroup126142_g1,-2.51911313847597
isogroup126213_g1,0.319666514377202
isogroup126284_g1,-0.240721984167989
isogroup126336_g1,-0.633623010898723
isogroup126401_g1,0.0923855681527166
isogroup12641_g1,0.739113912434034
isogroup126518_g1,0.22791688741836
isogroup126533_g1,-0.655408822120681
isogroup126600_g1,0.343492544148925
isogroup126609_g1,-2.37263773406922
isogroup126646_g1,-0.0470790205175215
isogroup126813_g1,0.0502911858258394
isogroup126922_g1,-0.461235539960983
isogroup127155_g1,0.085651074450395
isogroup12717_g1,-0.511094871842854
isogroup12722_g1,-0.243364099730502
isogroup12729_g1,2.47315275073909
isogroup127419_g1,0.0188784111326757
isogroup12744_g2,-0.157584710037091
isogroup127614_g1,0.191263413078115
isogroup127615_g1,1.32320761931409
isogroup12765_g1,0.00490879727835601
isogroup12779_g1,0.363290761699539
isogroup127932_g1,-0.00602542360100235
isogroup12803_g1,-0.0828381083385931
isogroup128063_g1,-0.160285729407293
isogroup128077_g1,1.27343204109647
isogroup128123_g1,0.0144771685931283
isogroup128230_g1,0.0093473702784517
isogroup128260_g1,-0.729847889939775
isogroup12828_g1,0.252184416072218
isogroup12829_g1,0.998476618378291
isogroup12830_g1,0.0851123091004469
isogroup1283_g1,-0.621457369570918
isogroup128579_g1,0.466791767699309
isogroup128897_g1,0.225333529724239
isogroup12893_g1,0.278213952364056
isogroup12897_g1,-0.365138946786974
isogroup128_g1,0.616992633954403
isogroup129152_g1,-0.865681960913482
isogroup129158_g1,-0.540465268920211
isogroup12915_g1,0.722302049273841
isogroup129306_g1,-0.481735976131542
isogroup12940_g1,1.12942073128418
isogroup129461_g1,0.138250612256541
isogroup12949_g1,0.934711782501061
isogroup1294_g1,0.112703970715239
isogroup12961_g1,1.01871760777127
isogroup12966_g1,0.59473992125979
isogroup129754_g1,0.0747267730259536
isogroup12984_g1,-0.0327540851959907
isogroup12989_g1,-0.102845378600236
isogroup129950_g1,-1.35949056177531
isogroup13002_g1,0.113980433767332
isogroup130069_g1,2.13072932634301
isogroup13006_g1,0.372881571239303
isogroup13012_g1,0.737836198089504
isogroup13013_g1,0.350496809491789
isogroup13028_g1,-0.0373357579011198
isogroup13038_g1,-0.601520623081594
isogroup13072_g1,0.347341883885789
isogroup130746_g1,1.43439285505064
isogroup13085_g1,0.658318323044593
isogroup13099_g1,0.51492116982432
isogroup13102_g2,-0.550329075796531
isogroup131100_g1,-1.06365741862729
isogroup13119_g2,0.00114742584891232
