X,binary
isogroup27496_g1,0
isogroup27498_g2,0
isogroup27501_g1,0
isogroup27506_g1,0
isogroup27521_g1,0
isogroup27533_g1,0
isogroup27535_g1,0
isogroup27540_g1,1
isogroup27556_g1,0
isogroup27564_g1,0
isogroup27565_g1,0
isogroup27568_g1,0
isogroup27576_g1,0
isogroup27578_g1,0
isogroup27584_g1,0
isogroup27585_g1,0
isogroup27591_g1,0
isogroup27594_g1,0
isogroup27596_g1,0
isogroup27605_g1,0
isogroup27631_g1,0
isogroup27643_g1,0
isogroup27648_g1,0
isogroup27654_g1,0
isogroup27667_g1,0
isogroup27674_g1,0
isogroup27684_g1,0
isogroup27686_g1,0
isogroup27698_g1,0
isogroup27705_g1,0
isogroup27708_g1,0
isogroup27726_g1,0
isogroup27761_g1,0
isogroup27780_g1,0
isogroup27793_g1,0
isogroup27804_g1,0
isogroup27816_g1,0
isogroup27818_g1,0
isogroup27822_g1,0
isogroup27837_g1,0
isogroup27853_g1,0
isogroup27865_g1,1
isogroup27877_g1,0
isogroup27888_g2,0
isogroup27889_g1,0
isogroup27900_g1,0
isogroup27903_g1,1
isogroup27932_g1,1
isogroup27942_g1,0
isogroup27943_g1,0
isogroup27953_g1,0
isogroup2795_g1,0
isogroup27975_g1,0
isogroup28013_g1,0
isogroup28022_g1,0
isogroup28031_g1,1
isogroup28062_g1,0
isogroup28072_g1,0
isogroup28086_g1,0
isogroup28094_g1,0
isogroup28097_g1,0
isogroup28116_g1,0
isogroup28123_g1,0
isogroup28128_g1,0
isogroup28132_g1,0
isogroup28133_g1,0
isogroup28143_g1,0
isogroup28150_g1,0
isogroup28155_g1,0
isogroup28179_g1,0
isogroup28180_g1,0
isogroup28185_g1,0
isogroup2818_g1,0
isogroup28191_g1,0
isogroup28193_g1,0
isogroup28221_g1,0
isogroup28221_g2,0
isogroup28230_g1,0
isogroup28235_g1,0
isogroup28238_g1,0
isogroup28252_g1,0
isogroup28255_g1,0
isogroup28270_g1,0
isogroup28271_g1,0
isogroup28282_g2,0
isogroup28286_g1,0
isogroup28287_g1,0
isogroup28288_g1,0
isogroup28292_g1,0
isogroup28312_g1,0
isogroup28329_g1,0
isogroup28330_g1,0
isogroup28336_g1,0
isogroup28341_g1,0
isogroup28359_g1,1
isogroup28366_g1,0
isogroup28384_g1,0
isogroup2838_g1,0
isogroup28391_g2,0
isogroup28399_g1,0
isogroup28403_g1,0
isogroup28404_g1,0
isogroup28414_g1,0
isogroup28416_g1,0
isogroup28423_g1,0
isogroup28436_g1,0
isogroup28439_g2,0
isogroup28442_g1,0
isogroup28457_g1,0
isogroup28460_g1,0
isogroup28469_g1,0
isogroup28473_g1,0
isogroup28479_g1,0
isogroup28480_g1,0
isogroup28482_g1,0
isogroup28491_g1,0
isogroup28492_g1,0
isogroup2849_g1,0
isogroup28502_g1,0
isogroup28515_g1,0
isogroup2852_g1,0
isogroup28536_g1,0
isogroup28555_g1,0
isogroup28581_g3,0
isogroup28583_g1,0
isogroup28590_g1,0
isogroup28592_g1,0
isogroup28597_g1,0
isogroup28606_g1,0
isogroup28612_g1,0
isogroup28625_g1,0
isogroup28626_g1,0
isogroup28627_g1,1
isogroup28629_g1,0
isogroup28634_g1,0
isogroup28638_g1,0
isogroup28640_g1,0
isogroup28642_g2,0
isogroup28644_g1,0
isogroup28653_g2,0
isogroup28659_g1,0
isogroup28660_g1,0
isogroup28667_g1,0
isogroup28671_g1,0
isogroup28685_g1,0
isogroup28693_g1,0
isogroup28699_g1,0
isogroup28700_g1,0
isogroup28707_g1,0
isogroup28727_g1,0
isogroup28731_g1,0
isogroup28734_g1,0
isogroup28736_g1,0
isogroup28740_g1,0
isogroup28743_g1,0
isogroup28746_g1,0
isogroup28751_g1,0
isogroup28757_g1,0
isogroup28759_g1,0
isogroup28777_g1,0
isogroup28785_g1,0
isogroup2880_g1,0
isogroup28823_g2,0
isogroup28827_g1,0
isogroup28836_g1,0
isogroup28843_g1,0
isogroup28864_g1,0
isogroup28885_g1,0
isogroup28902_g1,0
isogroup28923_g1,0
isogroup28937_g1,0
isogroup28948_g1,0
isogroup28952_g1,0
isogroup28963_g1,0
isogroup28964_g1,0
isogroup2896_g1,0
isogroup28972_g1,0
isogroup29003_g1,0
isogroup29007_g1,0
isogroup29013_g1,0
isogroup29014_g1,0
isogroup29040_g1,0
isogroup29048_g2,0
isogroup29062_g1,0
isogroup29065_g1,0
isogroup29084_g1,0
isogroup29089_g1,0
isogroup29091_g1,0
isogroup29113_g1,0
isogroup29120_g1,0
isogroup29122_g1,0
isogroup29129_g1,0
isogroup29148_g1,0
isogroup2914_g1,0
isogroup29165_g1,0
isogroup29183_g1,0
isogroup29223_g1,0
isogroup29231_g1,0
isogroup29244_g1,0
isogroup29252_g1,0
isogroup29279_g1,0
isogroup2927_g1,0
isogroup29293_g1,0
isogroup29293_g2,0
isogroup29311_g1,0
isogroup29313_g1,0
isogroup29330_g1,0
isogroup29331_g1,0
isogroup29331_g2,0
isogroup29337_g1,0
isogroup29347_g1,0
isogroup29351_g1,1
isogroup29356_g1,0
isogroup29387_g1,0
isogroup29389_g1,0
isogroup29402_g1,0
isogroup29412_g1,0
isogroup29426_g1,0
isogroup29432_g1,0
isogroup29433_g1,1
isogroup29446_g1,0
isogroup29457_g1,0
isogroup29469_g1,0
isogroup29477_g1,0
isogroup29481_g1,0
isogroup29483_g1,0
isogroup29528_g1,0
isogroup29541_g1,0
isogroup29564_g1,0
isogroup29578_g1,0
isogroup29595_g1,1
isogroup29608_g1,0
isogroup29612_g1,0
isogroup29622_g2,0
isogroup29623_g1,0
isogroup29624_g2,0
isogroup29648_g1,0
isogroup29653_g1,0
isogroup29656_g1,0
isogroup29664_g1,0
isogroup29667_g1,0
isogroup29680_g1,0
isogroup29683_g1,0
isogroup29684_g1,0
isogroup29686_g1,0
isogroup29687_g1,0
isogroup29691_g1,0
isogroup29695_g1,0
isogroup29705_g1,0
isogroup29723_g1,0
isogroup29723_g2,0
isogroup29739_g1,0
isogroup29740_g1,0
isogroup29744_g1,0
isogroup2974_g1,0
isogroup29760_g1,0
isogroup29766_g1,0
isogroup29767_g1,0
isogroup29768_g1,0
isogroup29774_g1,0
isogroup29776_g1,0
isogroup29777_g1,0
isogroup29781_g1,0
isogroup29794_g1,0
isogroup29800_g1,0
isogroup29801_g1,0
isogroup29816_g1,0
isogroup2981_g1,0
isogroup29820_g1,0
isogroup29824_g1,0
isogroup29826_g1,0
isogroup29839_g2,0
isogroup29860_g1,0
isogroup29861_g1,0
isogroup29878_g1,0
isogroup29889_g1,0
isogroup29898_g2,0
isogroup29907_g1,0
isogroup29924_g1,0
isogroup29931_g1,0
isogroup29933_g1,0
isogroup29937_g1,1
isogroup29938_g1,0
isogroup29945_g1,0
isogroup29946_g1,0
isogroup29951_g1,0
isogroup29952_g1,0
isogroup29969_g1,0
isogroup29989_g1,0
isogroup29991_g1,0
isogroup29992_g1,0
isogroup30005_g1,0
isogroup30015_g1,0
isogroup30018_g1,0
isogroup30028_g1,0
isogroup30037_g1,0
isogroup30040_g1,0
isogroup30044_g1,0
isogroup30050_g2,0
isogroup30054_g1,0
isogroup30066_g2,0
isogroup30072_g1,0
isogroup30082_g1,0
isogroup30088_g1,0
isogroup30096_g1,0
isogroup30113_g1,0
isogroup30115_g1,0
isogroup30119_g1,0
isogroup30126_g1,0
isogroup30126_g2,0
isogroup30131_g1,0
isogroup30133_g1,0
isogroup30140_g1,0
isogroup30156_g1,0
isogroup30158_g1,0
isogroup30159_g1,0
isogroup30160_g1,0
isogroup30164_g1,0
isogroup30165_g1,0
isogroup30172_g1,0
isogroup30191_g2,0
isogroup30192_g1,0
isogroup30195_g1,0
isogroup30201_g1,0
isogroup30212_g1,0
isogroup30213_g1,0
isogroup30224_g1,0
isogroup30238_g1,0
isogroup30241_g1,0
isogroup30248_g1,0
isogroup30254_g1,0
isogroup30256_g1,0
isogroup30258_g1,0
isogroup30264_g1,0
isogroup30265_g1,0
isogroup30268_g1,0
isogroup30280_g1,0
isogroup30284_g1,0
isogroup30286_g1,0
isogroup3028_g1,0
isogroup30294_g1,0
isogroup302_g1,0
isogroup30301_g1,0
isogroup3030_g1,0
isogroup30321_g1,0
isogroup30325_g1,0
isogroup30329_g1,0
isogroup30332_g1,0
isogroup30339_g1,0
isogroup30344_g1,0
isogroup30349_g1,0
isogroup30351_g1,0
isogroup30356_g1,0
isogroup30375_g2,0
isogroup30385_g1,0
isogroup30391_g1,0
isogroup30397_g1,0
isogroup3039_g2,0
isogroup303_g1,0
isogroup30409_g1,0
isogroup30413_g1,0
isogroup30423_g1,1
isogroup30429_g1,0
isogroup30434_g1,0
isogroup30437_g1,0
isogroup30446_g1,0
isogroup30461_g1,0
isogroup30464_g1,0
isogroup30494_g1,0
isogroup30494_g2,0
isogroup30501_g1,0
isogroup30505_g1,0
isogroup30507_g1,1
isogroup30509_g1,0
isogroup30513_g1,0
isogroup30514_g1,0
isogroup30515_g1,0
isogroup30518_g1,0
isogroup30530_g1,0
isogroup30536_g1,0
isogroup30539_g1,0
isogroup30567_g1,0
isogroup30571_g1,0
isogroup30580_g1,0
isogroup30581_g1,0
isogroup30586_g1,0
isogroup30590_g1,0
isogroup30601_g2,0
isogroup30601_g4,0
isogroup30621_g1,0
isogroup30621_g2,0
isogroup30635_g1,0
isogroup30651_g1,0
isogroup30651_g2,0
isogroup30651_g3,0
isogroup30660_g1,0
isogroup30662_g1,0
isogroup30663_g1,0
isogroup30669_g1,0
isogroup30672_g1,0
isogroup30678_g1,0
isogroup30683_g1,0
isogroup30687_g1,0
isogroup30689_g1,0
isogroup30691_g1,0
isogroup30692_g1,0
isogroup30705_g1,0
isogroup30709_g1,1
isogroup30724_g1,0
isogroup30733_g1,0
isogroup30745_g1,0
isogroup30756_g1,0
isogroup30764_g1,0
isogroup30778_g1,0
isogroup30786_g3,0
isogroup30787_g1,0
isogroup30794_g1,0
isogroup30801_g1,0
isogroup30808_g1,0
isogroup30812_g1,0
isogroup30827_g1,0
isogroup30829_g1,0
isogroup30829_g2,0
isogroup30831_g1,0
isogroup30835_g1,0
isogroup30836_g1,0
isogroup30837_g1,0
isogroup30842_g1,0
isogroup30843_g2,0
isogroup30852_g1,0
isogroup30856_g2,0
isogroup30857_g2,0
isogroup30864_g1,0
isogroup30866_g1,0
isogroup3087_g1,0
isogroup30889_g1,0
isogroup30895_g2,0
isogroup30900_g1,0
isogroup30905_g1,0
isogroup30919_g1,0
isogroup30924_g1,0
isogroup30925_g1,0
isogroup30925_g2,0
isogroup30941_g1,0
isogroup30954_g1,0
isogroup30955_g1,0
isogroup30960_g1,0
isogroup30966_g1,0
isogroup30967_g1,0
isogroup30973_g1,0
isogroup30979_g1,0
isogroup30988_g1,0
isogroup31002_g1,0
isogroup31003_g1,0
isogroup3100_g1,0
isogroup31012_g2,0
isogroup31031_g1,0
isogroup31032_g1,1
isogroup31039_g1,0
isogroup31042_g1,0
isogroup31043_g1,0
isogroup31054_g1,0
isogroup31065_g1,0
isogroup31096_g1,0
isogroup31100_g1,0
isogroup31102_g1,0
isogroup31104_g1,0
isogroup31130_g1,0
isogroup31132_g1,0
isogroup3113_g2,0
isogroup31140_g1,0
isogroup31146_g2,0
isogroup31147_g1,0
isogroup31151_g1,0
isogroup31161_g1,0
isogroup31162_g1,0
isogroup31162_g2,0
isogroup31165_g1,0
isogroup31169_g1,0
isogroup31170_g2,0
isogroup31187_g1,0
isogroup31189_g1,0
isogroup31195_g1,0
isogroup31203_g1,0
isogroup31205_g1,0
isogroup31211_g1,0
isogroup31213_g1,0
isogroup31214_g1,0
isogroup31215_g2,0
isogroup31217_g1,0
isogroup31224_g1,0
isogroup31226_g1,0
isogroup31234_g1,0
isogroup31242_g1,0
isogroup31245_g1,0
isogroup31266_g1,0
isogroup31275_g1,0
isogroup31280_g1,0
isogroup3128_g1,0
isogroup31291_g1,0
isogroup31292_g1,0
isogroup31297_g1,0
isogroup31298_g1,0
isogroup31325_g1,0
isogroup31326_g1,0
isogroup31329_g1,0
isogroup31342_g1,0
isogroup31345_g1,0
isogroup31346_g1,0
isogroup31351_g1,0
isogroup31354_g1,0
isogroup31355_g1,0
isogroup31364_g1,0
isogroup31368_g1,0
isogroup31383_g1,0
isogroup31387_g1,0
isogroup31410_g1,0
isogroup31439_g1,0
isogroup31446_g1,0
isogroup31456_g3,0
isogroup31456_g4,0
isogroup31461_g1,0
isogroup31464_g1,0
isogroup31467_g1,0
isogroup31476_g1,0
isogroup314_g1,0
isogroup3151_g1,0
isogroup31528_g1,0
isogroup31528_g2,0
isogroup31535_g1,0
isogroup31548_g1,0
isogroup31552_g1,0
isogroup31553_g1,0
isogroup31555_g1,0
isogroup31559_g1,0
isogroup31574_g1,0
isogroup31577_g1,0
isogroup31601_g1,0
isogroup31623_g1,0
isogroup31636_g1,0
isogroup31650_g1,0
isogroup31654_g1,0
isogroup31665_g1,0
isogroup31671_g1,0
isogroup31694_g1,0
isogroup31697_g1,0
isogroup31710_g1,0
isogroup31712_g1,0
isogroup31713_g1,0
isogroup31734_g1,0
isogroup31740_g1,0
isogroup31760_g1,0
isogroup31777_g1,0
isogroup31778_g1,0
isogroup31794_g1,0
isogroup31795_g1,0
isogroup31798_g1,0
isogroup31804_g1,0
isogroup31805_g1,0
isogroup31817_g1,0
isogroup3181_g1,0
isogroup31824_g1,0
isogroup31867_g1,0
isogroup31869_g1,0
isogroup3186_g1,0
isogroup31883_g1,0
isogroup3188_g1,0
isogroup31917_g2,0
isogroup31919_g1,0
isogroup31948_g1,0
isogroup31950_g1,0
isogroup31966_g1,0
isogroup31976_g1,0
isogroup31982_g1,0
isogroup31998_g1,0
isogroup32009_g1,0
isogroup32011_g1,0
isogroup3202_g1,0
isogroup32030_g1,0
isogroup32067_g1,0
isogroup32069_g1,0
isogroup32082_g1,0
isogroup32113_g1,0
isogroup32115_g1,0
isogroup32125_g1,0
isogroup32136_g1,0
isogroup32143_g1,0
isogroup32153_g1,0
isogroup32168_g1,0
isogroup32178_g2,0
isogroup32193_g1,0
isogroup32196_g1,0
isogroup32201_g1,0
isogroup32204_g1,0
isogroup32220_g1,0
isogroup32231_g1,0
isogroup32238_g1,0
isogroup32242_g1,0
isogroup32247_g1,0
isogroup32263_g1,0
isogroup32267_g1,0
isogroup32275_g1,0
isogroup32278_g1,0
isogroup32292_g1,0
isogroup32305_g1,0
isogroup32324_g1,0
isogroup32333_g1,0
isogroup32336_g1,0
isogroup32340_g1,0
isogroup32342_g1,0
isogroup32343_g1,0
isogroup32346_g1,0
isogroup32349_g1,0
isogroup32355_g1,1
isogroup32358_g1,0
isogroup32370_g1,0
isogroup32375_g1,0
isogroup32376_g2,0
isogroup32380_g1,0
isogroup32381_g1,0
isogroup32384_g1,0
isogroup32385_g1,0
isogroup32397_g1,0
isogroup32398_g1,0
isogroup32408_g1,0
isogroup32412_g1,0
isogroup32413_g1,0
isogroup32414_g1,0
isogroup32415_g1,0
isogroup32420_g1,0
isogroup32426_g1,0
isogroup32432_g1,0
isogroup32434_g1,0
isogroup32437_g1,0
isogroup32439_g1,0
isogroup32441_g1,0
isogroup32442_g1,0
isogroup32443_g1,0
isogroup32447_g1,0
isogroup32457_g1,0
isogroup32460_g1,0
isogroup32466_g1,0
isogroup32474_g1,0
isogroup32482_g1,0
isogroup32487_g2,0
isogroup32491_g1,0
isogroup32493_g1,0
isogroup32499_g1,0
isogroup324_g1,0
isogroup32502_g1,0
isogroup32504_g1,1
isogroup32510_g1,0
isogroup32518_g1,0
isogroup32519_g1,0
isogroup32523_g1,0
isogroup32526_g1,0
isogroup32533_g1,0
isogroup32540_g1,0
isogroup32549_g1,0
isogroup32550_g1,0
isogroup32551_g1,0
isogroup32555_g1,0
isogroup32574_g1,0
isogroup32574_g2,0
isogroup32578_g1,0
isogroup32585_g1,0
isogroup32598_g1,0
isogroup32622_g1,0
isogroup32628_g1,0
isogroup32643_g1,0
isogroup32647_g1,0
isogroup32660_g1,0
isogroup3266_g1,0
isogroup32671_g1,0
isogroup32678_g2,0
isogroup32682_g1,0
isogroup32688_g2,0
isogroup3268_g1,0
isogroup32694_g1,0
isogroup32695_g1,0
isogroup32702_g1,0
isogroup32703_g1,0
isogroup32706_g1,0
isogroup32712_g1,0
isogroup32719_g1,0
isogroup32720_g1,0
isogroup32724_g1,0
isogroup3272_g1,1
isogroup32732_g1,0
isogroup32740_g1,0
isogroup32743_g1,0
isogroup32747_g1,0
isogroup32753_g1,0
isogroup32780_g2,0
isogroup32799_g1,0
isogroup32803_g1,0
isogroup32811_g1,0
isogroup32824_g1,0
isogroup32839_g1,0
isogroup32842_g1,0
isogroup32847_g1,0
isogroup32848_g1,0
isogroup32849_g1,0
isogroup32851_g1,0
isogroup32860_g2,0
isogroup32863_g1,0
isogroup32874_g1,0
isogroup32882_g1,0
isogroup32886_g1,0
isogroup32889_g1,0
isogroup32890_g1,0
isogroup32912_g1,0
isogroup32914_g1,0
isogroup32921_g2,0
isogroup32925_g1,0
isogroup32933_g1,0
isogroup32934_g1,0
isogroup32934_g2,0
isogroup32946_g2,0
isogroup32949_g1,0
isogroup32952_g1,0
isogroup32959_g1,0
isogroup32966_g1,0
isogroup32973_g1,0
isogroup32975_g1,0
isogroup32978_g1,0
isogroup32995_g1,0
isogroup329_g1,0
isogroup33019_g3,0
isogroup33026_g1,0
isogroup33030_g1,0
isogroup33038_g1,0
isogroup33053_g1,0
isogroup33056_g1,0
isogroup33057_g1,0
isogroup33059_g1,0
isogroup33060_g1,0
isogroup33081_g2,0
isogroup33084_g1,0
isogroup33095_g2,0
isogroup33101_g1,0
isogroup33122_g1,1
isogroup33124_g1,0
isogroup33126_g1,0
isogroup33131_g1,0
isogroup33135_g1,0
isogroup33137_g1,0
isogroup33146_g1,0
isogroup33171_g1,0
isogroup33178_g1,0
isogroup33183_g1,0
isogroup33187_g2,0
isogroup33199_g1,0
isogroup33200_g1,0
isogroup33201_g1,0
isogroup33211_g1,0
isogroup33228_g1,0
isogroup33229_g1,0
isogroup33244_g1,0
isogroup33249_g1,0
isogroup33258_g1,0
isogroup33276_g1,0
isogroup33278_g1,0
isogroup33280_g1,0
isogroup33280_g2,0
isogroup33287_g1,0
isogroup3328_g1,0
isogroup33293_g1,0
isogroup33312_g1,0
isogroup33320_g1,0
isogroup33336_g2,0
isogroup33337_g1,0
isogroup33361_g1,0
isogroup33362_g1,0
isogroup33365_g1,0
isogroup33365_g2,1
isogroup33376_g1,0
isogroup33377_g1,0
isogroup33401_g1,0
isogroup33403_g1,0
isogroup33407_g1,0
isogroup33415_g1,0
isogroup33417_g1,0
isogroup33420_g1,0
isogroup33420_g2,0
isogroup33431_g2,0
isogroup33437_g1,0
isogroup33447_g1,0
isogroup33450_g1,0
isogroup33453_g1,0
isogroup33457_g1,0
isogroup33457_g3,0
isogroup33465_g1,0
isogroup33466_g1,0
isogroup33469_g1,0
isogroup3346_g1,0
isogroup33474_g1,0
isogroup33487_g1,1
isogroup33504_g1,0
isogroup33507_g1,0
isogroup33511_g3,0
isogroup33521_g1,0
isogroup33525_g1,0
isogroup33536_g1,0
isogroup33551_g2,0
isogroup33561_g1,0
isogroup33584_g1,0
isogroup33599_g1,0
isogroup33607_g1,0
isogroup33609_g1,0
isogroup33616_g1,0
isogroup33661_g1,0
isogroup33668_g1,0
isogroup33671_g1,0
isogroup33689_g1,0
isogroup33690_g1,0
isogroup33708_g1,0
isogroup3370_g1,1
isogroup33741_g1,0
isogroup33742_g1,0
isogroup33755_g1,0
isogroup33760_g2,0
isogroup3376_g1,0
isogroup33813_g1,0
isogroup33817_g1,0
isogroup33821_g1,0
isogroup33829_g1,0
isogroup33853_g1,0
isogroup33857_g1,0
isogroup33888_g1,0
isogroup33899_g1,0
isogroup33911_g1,0
isogroup33920_g2,0
isogroup33932_g1,0
isogroup33945_g1,0
isogroup33962_g1,0
isogroup33969_g1,0
isogroup33986_g1,0
isogroup33993_g1,0
isogroup33998_g1,0
isogroup34011_g1,0
isogroup34044_g1,0
isogroup34071_g1,0
isogroup34079_g1,0
isogroup34086_g1,0
isogroup34111_g1,0
isogroup34133_g1,0
isogroup34136_g1,0
isogroup34152_g1,0
isogroup34153_g1,0
isogroup3415_g1,1
isogroup34160_g1,0
isogroup34169_g1,0
isogroup34169_g2,0
isogroup34173_g1,0
isogroup3417_g1,0
isogroup34189_g1,0
isogroup34192_g1,1
isogroup34196_g1,0
isogroup34204_g1,0
isogroup34206_g1,0
isogroup34221_g1,0
isogroup34227_g1,0
isogroup34230_g1,0
isogroup34231_g1,0
isogroup34233_g1,0
isogroup34238_g1,0
isogroup34243_g1,0
isogroup34246_g1,0
isogroup34247_g1,0
isogroup34251_g1,0
isogroup34252_g1,0
isogroup34279_g1,0
isogroup34281_g1,0
isogroup34288_g2,0
isogroup34297_g1,0
isogroup34307_g1,0
isogroup34327_g1,0
isogroup34336_g1,0
isogroup34337_g1,0
isogroup34346_g1,0
isogroup34351_g1,0
isogroup34358_g1,0
isogroup34361_g1,0
isogroup34367_g1,0
isogroup34371_g1,0
isogroup34375_g1,0
isogroup34376_g1,0
isogroup34380_g1,0
isogroup34399_g1,0
isogroup34410_g1,0
isogroup34422_g1,0
isogroup34431_g1,0
isogroup34432_g1,0
isogroup3443_g1,0
isogroup34448_g1,0
isogroup34449_g1,0
isogroup34452_g1,0
isogroup34465_g1,0
isogroup34467_g2,0
isogroup34470_g1,0
isogroup34473_g1,0
isogroup34479_g1,0
isogroup34485_g1,0
isogroup34488_g1,0
isogroup34488_g2,0
isogroup34503_g1,0
isogroup34507_g1,0
isogroup34517_g1,0
isogroup34525_g1,0
isogroup34533_g1,0
isogroup34543_g1,0
isogroup34544_g1,0
isogroup34551_g1,0
isogroup34557_g2,0
isogroup34566_g2,0
isogroup34575_g1,0
isogroup34581_g1,0
isogroup34598_g1,0
isogroup34600_g1,0
isogroup34602_g1,1
isogroup3460_g1,0
isogroup34638_g1,0
isogroup34639_g1,0
isogroup34641_g1,0
isogroup34646_g1,0
isogroup34664_g1,0
isogroup34688_g1,0
isogroup34695_g1,0
isogroup34696_g2,0
isogroup34719_g1,0
isogroup34724_g1,0
isogroup34725_g1,0
isogroup34740_g2,0
isogroup34748_g1,0
isogroup34787_g1,0
isogroup34795_g1,0
isogroup34797_g1,0
isogroup34798_g1,0
isogroup34801_g1,0
isogroup34802_g1,0
isogroup34803_g1,0
isogroup34811_g1,0
isogroup3481_g1,0
isogroup34821_g1,0
isogroup34825_g1,0
isogroup34829_g1,0
isogroup34843_g1,0
isogroup34860_g1,0
isogroup34873_g1,0
isogroup34879_g1,0
isogroup34880_g1,0
isogroup348_g1,0
isogroup34900_g1,0
isogroup34912_g1,0
isogroup34916_g1,0
isogroup34924_g1,0
isogroup34926_g1,0
isogroup34930_g1,0
isogroup34932_g1,0
isogroup34959_g1,0
isogroup3498_g1,0
isogroup34994_g1,0
isogroup34998_g1,0
isogroup35017_g1,0
isogroup35023_g2,0
isogroup35027_g1,1
isogroup35037_g1,0
isogroup35061_g1,0
isogroup35063_g1,0
isogroup35070_g1,0
isogroup35081_g1,0
isogroup35090_g1,0
isogroup35101_g1,0
isogroup35111_g1,0
isogroup35132_g1,0
isogroup35148_g1,0
isogroup3514_g1,0
isogroup35152_g1,0
isogroup35165_g1,0
isogroup35168_g1,1
isogroup35173_g1,0
isogroup35174_g1,0
isogroup35176_g1,0
isogroup35181_g1,0
isogroup35186_g1,0
isogroup35187_g1,0
isogroup35206_g1,0
isogroup35212_g1,0
isogroup35237_g1,0
isogroup35241_g1,0
isogroup35250_g2,0
isogroup35255_g1,0
isogroup35268_g1,0
isogroup35269_g1,0
isogroup35270_g1,0
isogroup35275_g1,0
isogroup35288_g1,0
isogroup35289_g1,0
isogroup35305_g1,0
isogroup35307_g1,0
isogroup35316_g1,0
isogroup3531_g1,0
isogroup35322_g1,0
isogroup35324_g1,0
isogroup35348_g1,0
isogroup35350_g1,0
isogroup35352_g3,0
isogroup35355_g1,0
isogroup35356_g1,0
isogroup35357_g1,0
isogroup35360_g2,0
isogroup35362_g1,0
isogroup35368_g1,0
isogroup3536_g1,0
isogroup35378_g2,0
isogroup35382_g1,0
isogroup35387_g1,0
isogroup35390_g2,0
isogroup35396_g1,0
isogroup35397_g2,0
isogroup35404_g1,0
isogroup35405_g1,0
isogroup35417_g1,0
isogroup35418_g1,0
isogroup35430_g1,0
isogroup35433_g1,0
isogroup35447_g1,0
isogroup35448_g1,0
isogroup35462_g1,0
isogroup35466_g1,1
isogroup35478_g1,0
isogroup35481_g1,0
isogroup35489_g1,0
isogroup3548_g1,1
isogroup35493_g1,0
isogroup35498_g1,1
isogroup35507_g1,0
isogroup35514_g1,0
isogroup35524_g1,0
isogroup35525_g1,0
isogroup35527_g1,0
isogroup35528_g1,0
isogroup35545_g1,0
isogroup35546_g1,0
isogroup35547_g1,0
isogroup35548_g1,0
isogroup35550_g1,0
isogroup35552_g2,0
isogroup35554_g1,0
isogroup35564_g1,0
isogroup35568_g1,0
isogroup35578_g1,0
isogroup35598_g1,0
isogroup355_g1,0
isogroup35617_g1,0
isogroup35667_g1,0
isogroup35673_g1,0
isogroup35675_g1,0
isogroup35675_g2,0
isogroup35679_g1,0
isogroup35689_g1,0
isogroup35693_g1,0
isogroup35694_g1,0
isogroup35703_g1,0
isogroup35704_g1,0
isogroup35709_g1,0
isogroup35710_g1,0
isogroup35723_g1,0
isogroup35729_g1,0
isogroup35743_g1,0
isogroup35751_g1,0
isogroup35753_g1,0
isogroup3575_g1,0
isogroup35760_g1,0
isogroup35774_g1,0
isogroup35774_g2,0
isogroup35780_g2,0
isogroup35786_g1,0
isogroup35800_g1,0
isogroup35819_g1,0
isogroup35821_g1,0
isogroup35822_g1,0
isogroup35838_g1,0
isogroup3583_g1,0
isogroup35842_g1,0
isogroup35847_g1,0
isogroup35852_g1,0
isogroup35858_g1,0
isogroup35860_g1,0
isogroup35874_g1,0
isogroup35875_g1,0
isogroup35877_g1,0
isogroup35884_g1,0
isogroup35899_g1,0
isogroup35904_g1,0
isogroup35908_g1,0
isogroup35916_g1,0
isogroup35919_g1,0
isogroup35919_g2,0
isogroup35919_g3,0
isogroup35919_g4,0
isogroup35930_g1,0
isogroup35935_g1,0
isogroup35937_g1,0
isogroup35941_g1,0
isogroup35950_g1,0
isogroup35956_g1,0
isogroup35964_g1,0
isogroup35969_g1,0
isogroup35978_g1,0
isogroup35981_g1,0
isogroup35986_g1,0
isogroup35988_g1,0
isogroup35988_g2,0
isogroup3598_g1,0
isogroup35991_g1,0
isogroup36013_g1,0
isogroup36029_g1,0
isogroup36031_g1,0
isogroup36041_g1,0
isogroup36048_g2,0
isogroup36053_g1,0
isogroup36061_g4,0
isogroup36063_g1,0
isogroup36068_g1,0
isogroup36069_g1,0
isogroup36070_g1,0
isogroup36082_g1,0
isogroup36084_g1,0
isogroup36095_g1,0
isogroup36099_g1,0
isogroup360_g1,0
isogroup36104_g1,0
isogroup36110_g2,0
isogroup36151_g1,0
isogroup36162_g1,0
isogroup36163_g1,0
isogroup3616_g1,0
isogroup36174_g1,0
isogroup36190_g1,0
isogroup36206_g1,0
isogroup36213_g1,0
isogroup36223_g1,0
isogroup36235_g1,0
isogroup36244_g1,0
isogroup36245_g1,0
isogroup36251_g1,0
isogroup36253_g1,0
isogroup36259_g1,0
isogroup3625_g1,0
isogroup36271_g1,0
isogroup36287_g1,0
isogroup36303_g1,0
isogroup36310_g1,0
isogroup36318_g1,0
isogroup36319_g1,0
isogroup36325_g1,0
isogroup36335_g1,0
isogroup36339_g1,0
isogroup36340_g1,0
isogroup36341_g1,0
isogroup36342_g1,0
isogroup36353_g1,0
isogroup36367_g1,0
isogroup36369_g1,0
